PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00O14,6k1/3P1pp1/4p3/p7/Q3R3/3q1PP1/1P3PK1/2r5 w - - 0 37,a4d4 d3f1 g2h2 f1h1,1054,76,72,187,endgame mate mateIn2 short,https://lichess.org/IynnE0r9#72,
00O37,r1q1r1k1/1p3pp1/n1p4p/p1bpp2P/P3P3/2P2P2/1P1QBP2/R1BK3R b - - 3 23,c5f2 e2a6 b7a6 d2f2,1300,79,86,60,advantage discoveredAttack middlegame short,https://lichess.org/N2UAIb27/black#45,
00O3h,5k2/R3Rp2/6p1/1p5p/1P5K/2nr4/7P/8 b - - 7 43,d3d4 h4g5 c3e4 g5h6,1180,75,95,1951,crushing defensiveMove endgame short,https://lichess.org/71bhLvdU/black#85,
00O8m,r3r1k1/ppp2ppp/2nn1q2/8/3P4/P1P1P1P1/2Q3BP/R1B1KR2 b Q - 4 16,f6e6 d4d5 e6e5 d5c6,1391,75,86,1402,crushing fork middlegame short,https://lichess.org/G3Q51olU/black#31,Englund_Gambit_Declined Englund_Gambit_Declined_Reversed_French
00O9Z,5QR1/5p1p/1b3qp1/p6k/P2P4/8/1P2rPPP/5RK1 w - - 7 32,g8h8 f6f2 f1f2 e2e1 f2f1 b6d4 g1h1 e1f1,1660,82,83,833,backRankMate deflection endgame fork master mate mateIn4 pin sacrifice veryLong,https://lichess.org/DKnGKRmQ#62,
00O9a,1k3r2/q5r1/2Qp3p/N2Bp3/4P1p1/P7/1PP2PPP/R5K1 w - - 12 35,a5c4 a7f2 g1h1 f2f1 a1f1 f8f1,987,87,93,716,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/t6wbqTty#68,
00OCQ,1rr3k1/5p1p/p5pQ/4p3/4q3/B3P3/PPPR1PPP/2KR4 w - - 6 27,c2c3 c8c3 b2c3 b8b1,984,76,98,262,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/kcUnWeDs#52,
00OKo,r3r1k1/pbq5/1p2pp1p/2p1N3/2PP2Q1/1P1B4/P5PP/R5K1 b - - 1 24,g8f8 a1f1 c7g7 f1f6 g7f6 e5d7,2346,78,77,69,advantage exposedKing long middlegame pin sacrifice,https://lichess.org/WuHXkAoT/black#47,
00OOp,5rk1/1bR3q1/pQ6/8/6r1/4R2P/P7/6K1 w - - 0 28,h3g4 g7g4 e3g3 g4g3,1053,91,86,81,endgame mate mateIn2 short,https://lichess.org/N1WcEYJH#54,
00OPk,6rk/7p/R2N3P/1r6/1P5K/P7/8/8 b - - 4 50,b5d5 d6f7,673,98,93,826,endgame mate mateIn1 oneMove,https://lichess.org/aDJVIeGE/black#99,
00OQt,8/8/8/p3b3/P1B2pKp/1Pk1p2P/6P1/8 w - - 8 50,g4h4 c3d2 h4g4 e3e2 c4e2 d2e2,1671,76,87,352,advancedPawn bishopEndgame crushing endgame long,https://lichess.org/vZaFj9IE#98,
00OR6,2r4k/5Q1p/p7/1pq5/4p2N/2P3bP/PP4P1/4R2K b - - 0 34,g3e1 f7f6 h8g8 h4f5 c5f5 f6f5,2265,79,82,114,advantage endgame long quietMove,https://lichess.org/kMLJ7GPV/black#67,
00OXc,8/5K1p/1p4pk/8/3brp2/5R2/8/8 b - - 5 50,g6g5 f3h3,716,77,99,624,endgame mate mateIn1 oneMove,https://lichess.org/Dp1LJyaZ/black#99,
00Ocp,r3k3/p1pbq3/2p2p2/4p1p1/2B3p1/2P4r/P1P2PQP/3RR1K1 b q - 3 20,e7c5 g2e4 f6f5 e4e5 c5e5 e1e5,2098,145,73,17,crushing exposedKing long middlegame,https://lichess.org/fCyysDNm/black#39,
00Oft,3r4/p1pk1p1p/2pp1qr1/2b5/Q3P1b1/5NB1/P2N1PPP/R4RK1 w - - 2 16,g3h4 g4f3 d2f3 f6f3,1408,247,100,15,equality middlegame pin short,https://lichess.org/SpSdvvVa#30,
00Ohu,1n3rk1/r3q1bp/pp2p1p1/2p1NnN1/4QP2/BPP5/P2R2PP/5RK1 b - - 2 21,h7h6 e5g6 e7f6 g6f8,1479,75,52,115,crushing fork middlegame short,https://lichess.org/8qQE5EI4/black#41,
00OmS,r1bq1rk1/pp2pp1p/6pB/3Nb3/8/5B2/Pn2QPPP/R4RK1 b - - 1 15,e5h8 d5e7 d8e7 e2e7,1304,78,93,1595,crushing kingsideAttack middlegame short,https://lichess.org/eNcGmn5c/black#29,Scandinavian_Defense Scandinavian_Defense_Richter_Variation
00Oo2,k7/pp1r2p1/2n2q2/3b1P1B/1P5P/2P5/P4Q2/2KR2R1 w - - 1 32,c1c2 c6b4 c2b1 b4a2 f2c5 a2c3,2157,112,72,26,advantage long middlegame,https://lichess.org/DSMfbugE#62,
00Oqz,5r2/7r/2kpqB1P/p1p1p2Q/P3P3/2PP4/5P1K/6R1 w - - 0 40,g1g6 f8f6 g6f6 e6f6,871,75,100,109,crushing endgame short,https://lichess.org/OxaRmufB#78,
00Or5,r2qkbnr/pp5p/8/4Nb2/3p4/1QN5/PP2PPPP/R3KB1R b KQkq - 1 12,d4c3 b3f7,1435,91,53,234,mate mateIn1 oneMove opening,https://lichess.org/29LGsamW/black#23,Slav_Defense Slav_Defense_Other_variations
00Oyf,8/1p6/7p/3k1pp1/1P5P/3K1P2/6P1/8 w - - 0 39,h4g5 h6g5 d3c3 d5e5 c3c4 e5f4 c4c5 f4g3,2692,85,82,170,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/eysZBqWU#76,
00Ozz,3kRr2/3n1B1p/2pP4/p1n5/Ppp5/8/1P3PPP/4R1K1 b - - 8 32,f8e8 e1e8,868,100,84,192,endgame mate mateIn1 oneMove,https://lichess.org/gO3w1uZJ/black#63,
00P6j,r2n2k1/1bRq1rpp/1p6/3P4/p3Q3/B3P3/PP3PPP/3R2K1 b - - 0 20,d7c7 e4e8 f7f8 e8f8,1352,75,84,536,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/vBpR18cI/black#39,
00P7n,r4rk1/p1p1R1pp/2p2p2/5P2/6Q1/1P5P/q5PK/8 b - - 1 30,a2b3 g4g7,1465,456,71,6,endgame mate mateIn1 oneMove,https://lichess.org/bFrOMLOq/black#59,
00P81,6k1/5p2/4p2p/3pPP2/1R5P/7r/2B5/2b2K2 b - - 0 46,h3c3 b4b8 g8h7 f5e6 c3c2 e6e7,2319,75,93,5460,advancedPawn crushing discoveredAttack endgame long sacrifice,https://lichess.org/SIETCqbJ/black#91,
00PF3,2kr3r/Qpp2ppp/3b1n2/8/3N4/4P1Pq/PP1B1P1P/2R2RK1 w - - 4 18,d4b5 f6g4 b5d6 d8d6 c1c7 c8c7,1408,75,81,266,advantage long middlegame,https://lichess.org/c2JUCAZJ#34,Queens_Gambit_Declined Queens_Gambit_Declined_Baltic_Defense
00PGi,3r1q1k/pppb2pp/2np4/6N1/5B2/1Q4P1/PP4PP/4R2K b - - 11 24,b7b6 g5f7 f8f7 b3f7,1000,82,93,1013,crushing fork middlegame short,https://lichess.org/qzZ4hC7X/black#47,
00PIO,2k1r2r/1p2P3/p1b1p3/3p1npp/5q2/1N3N1Q/PP3PPP/2R2RK1 w - - 1 22,f3d4 f5d4 b3d4 f4d4 h3e6 c8c7,2274,86,88,743,crushing long middlegame,https://lichess.org/QcmS4aBG#42,
00Pbs,3r1rk1/Q3qppp/8/1ppb4/2Pn1B1n/2N3P1/PP3P2/R2R1K2 w - - 0 21,a7e7 d5g2 f1e1 h4f3,2114,76,83,160,mate mateIn2 middlegame short,https://lichess.org/fA2DSaPB#40,
00Pgk,r2q1rk1/pbp1bp2/1p2pn1Q/5nN1/8/P1NB4/1PP3PP/R4RK1 w - - 2 17,d3f5 d8d4 g1h1 e6f5,2417,78,84,125,advantage intermezzo middlegame short,https://lichess.org/pe4L6fzJ#32,French_Defense French_Defense_Henneberger_Variation
00Pms,r1b1kr2/p1p2pQp/1p2pP2/8/8/1P4P1/P2KNP1P/R1B4q b q - 0 17,c8a6 g7f8 e8f8 c1a3 f8e8 a1h1,2117,93,86,25,advantage attraction discoveredAttack long middlegame sacrifice,https://lichess.org/UXAS6vpF/black#33,French_Defense French_Defense_Other_variations
00Pr6,r1b2rk1/p4ppp/2p5/6q1/2p3P1/3P1Q1P/PPP5/1K2RR2 b - - 0 17,c4d3 f3f7 f8f7 e1e8 f7f8 f1f8,1526,74,96,498,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/CtrEbVZV/black#33,Kings_Knight_Opening Kings_Knight_Opening_Normal_Variation
00PrK,r7/7R/P3k3/4p2p/3b2p1/3K4/8/5R2 b - - 7 55,a8a6 h7h6 e6d5 h6a6,1089,82,90,161,crushing endgame short skewer,https://lichess.org/N9FWAV9a/black#109,
00PvX,8/n7/P7/3k4/PK6/7P/5PP1/8 w - - 0 53,b4a5 d5c5 f2f3 a7c6,1648,75,86,237,endgame knightEndgame mate mateIn2 short,https://lichess.org/tH6dRFcZ#104,
00Q4v,8/2p1b3/q1Pp2k1/3Pp3/4Pr2/1Q3PK1/3N2P1/7R w - - 1 47,h1e1 e7h4 g3h2 h4e1,1230,81,74,61,crushing endgame short skewer,https://lichess.org/gHKVgDSR#92,
00QCD,3r1rk1/1Q3ppp/1q2pb2/8/1P1N4/4P1P1/3B1PBP/R5K1 b - - 0 23,b6b7 g2b7 f6d4 e3d4,1163,78,93,176,advantage middlegame short,https://lichess.org/AFf6cmqa/black#45,
00QCe,1k5r/n2r2pp/5p2/ppN5/5P2/8/2R3PP/1R4K1 b - - 3 28,d7c7 c5a6 b8b7 a6c7,1143,77,93,1080,crushing endgame fork short,https://lichess.org/fovXj5D1/black#55,
00QHM,6k1/pp3rpp/4Nb2/4p3/1B1r4/6PK/PP5P/2R5 b - - 0 28,d4b4 c1c8 f6d8 c8d8 f7f8 d8f8,917,85,92,171,endgame long mate mateIn3,https://lichess.org/VyUHT6ng/black#55,
00QOa,6rk/1pp1R1p1/6Bp/2b4P/8/pP3PK1/P1P5/8 w - - 5 32,e7c7 c5d6 f3f4 d6c7,795,99,94,472,crushing endgame fork short,https://lichess.org/afclLtrR#62,
00QQS,2r3k1/1p1q1ppp/4p3/Q7/3P4/P1B5/1Pr2PPP/R5K1 b - - 0 22,d7d4 c3d4 c2c1 a5e1,1828,167,43,16,advantage endgame hangingPiece short,https://lichess.org/tG606j71/black#43,
00QVZ,8/7p/4K3/6p1/2k3P1/8/5P2/8 b - - 0 43,c4d4 e6f5 h7h6 f5g6 d4e4 g6h6,1484,75,81,512,crushing endgame long pawnEndgame,https://lichess.org/gVqoHhuS/black#85,
00QW1,8/3r1ppp/4p3/k3P3/pR2R2P/2P5/2Kr1PP1/8 w - - 4 31,c2c1 d2d1 c1b2 d7d2 b2a3 d1a1,965,81,93,133,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/I3LnvYRW#60,
00QY3,2k3r1/pp5p/4p3/2p2p2/2P5/P4P1q/1PQ1RR1b/7K w - - 0 32,f2h2 h3f1,1055,76,88,279,endgame master mate mateIn1 oneMove,https://lichess.org/Ip4qQXo1#62,
00QZ3,r1bq3r/ppppnkpp/2n5/b5N1/4P3/B1P5/P4PPP/RN1QK2R b KQ - 1 9,f7f8 d1f3 f8e8 f3f7,1173,79,91,1483,mate mateIn2 opening short,https://lichess.org/PiCJ1gmH/black#17,Scotch_Game Scotch_Game_Scotch_Gambit
00QZV,r1bk4/pppp3p/2n5/2b1prN1/8/1B6/PPPP2PP/RNB2RK1 w - - 1 14,g1h1 f5f1,600,88,33,61,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/0CTltFgg#26,Italian_Game Italian_Game_Two_Knights_Defense
00QjF,8/8/1pr1p1kp/pbPp2pN/3Pp1P1/1P2K3/P6P/2R5 b - - 0 29,e6e5 c5b6 c6c1 b6b7 c1e1 e3d2,2103,76,86,701,advancedPawn crushing endgame long sacrifice,https://lichess.org/oPvDBkpv/black#57,
00Qm5,r2q1rk1/p3b1pp/2p5/4ppB1/4p1nP/2N5/PPP1QPP1/3R1RK1 b - - 8 15,d8c7 e2c4 g8h8 c3d5 c6d5 c4c7,1925,75,94,6401,crushing long middlegame,https://lichess.org/8fF68Ntt/black#29,Queens_Pawn_Game Queens_Pawn_Game_Morris_Countergambit
00QnO,1k1r1r2/pp4p1/6q1/2Qp4/5bP1/2P4p/PPN3NP/R4R1K w - - 0 30,g2f4 g6e4 h1g1 f8f4,1371,75,94,2997,crushing fork intermezzo middlegame short,https://lichess.org/9GENZopF#58,
00Qnn,r1bqkb1r/ppp1n1p1/7p/3Pp1N1/2P5/8/PP3PPP/RNBQK2R w KQkq - 0 11,d1h5 g7g6 h5e2 h6g5,1476,222,100,10,defensiveMove equality opening short,https://lichess.org/bvZx0hh4#20,
00Qog,1r3rk1/pP2qppp/1b3n2/1Q2p3/4P3/2NP1bP1/PP2NP1P/R1B2RK1 w - - 1 15,c1g5 e7e6 e2f4 e5f4,2105,78,94,1829,crushing middlegame short,https://lichess.org/5wfin3S4#28,English_Opening English_Opening_Carls-Bremen_System
00QqI,r6r/pQ2nkpp/4b3/2p1q3/4p3/2N5/PP1B1PPP/R4RK1 w - - 1 15,c3e4 e6d5 e4g5 e5g5 d2g5 d5b7,1652,75,80,96,advantage long middlegame,https://lichess.org/71TDmfZz#28,Scotch_Game Scotch_Game_Scotch_Gambit
00R0l,rnbqkb1r/pp3p1p/6pP/P1ppp3/6n1/3P1P2/1PP1P1P1/RNBQKBNR b KQkq - 0 7,g4h6 c1h6 f8h6 h1h6,1451,80,86,1434,advantage opening short,https://lichess.org/y06s0jL8/black#13,Ware_Opening Ware_Opening_Other_variations
00R0m,8/4k2p/Q1p1p3/p2pP1r1/q7/P6P/1P3PK1/2R2R2 w - - 1 28,g2f3 a4e4,1356,98,38,24,endgame mate mateIn1 oneMove,https://lichess.org/qcC85YJl#54,
00R2A,2kr1b1R/p5p1/8/3P1p2/8/4B3/PPPK1P2/8 w - - 1 25,c2c4 f8b4 d2d3 d8h8,747,77,100,779,crushing discoveredAttack endgame short,https://lichess.org/ZjzT3REI#48,
00R4l,r1b5/p4pkp/3p2p1/2pPr3/2P5/1P1B4/R4PPP/R5K1 w - - 0 24,a2a7 a8a7 a1a7 e5e1 d3f1 c8f5,1417,74,89,1428,advantage defensiveMove endgame long,https://lichess.org/IQW9ts1W#46,
00R8C,r4q1k/2bn2p1/2p3pp/1pP5/1P1B2P1/1Q1P1r1P/5PB1/4RRK1 w - - 0 27,g2f3 f8f4 d4g7 h8h7 e1e5 d7e5 g7e5 c7e5 f1e1 f4f3,2331,106,82,36,crushing fork master middlegame veryLong,https://lichess.org/ZILz4GAu#52,
00R9D,8/1k6/1pn1R3/8/Pp4p1/4P3/5PK1/8 w - - 0 51,e6e4 b4b3 e4g4 b3b2,1206,232,82,2,advancedPawn crushing endgame short,https://lichess.org/3ZXSyu03#100,
00RPk,8/2p5/5ppp/1PkP4/p4PPP/P1K5/8/8 b - - 0 39,c5b5 c3d4 c7c5 d5c6 b5c6 d4c4,2473,83,91,82,advantage defensiveMove enPassant endgame long pawnEndgame,https://lichess.org/vOFXdfEu/black#77,
00RYH,1k5r/ppp1R2p/3r1p2/5Q2/3p4/2qP4/2P2PPP/2K1R3 b - - 5 26,d6a6 e7e8 h8e8 e1e8,1031,81,89,112,backRankMate endgame mate mateIn2 short,https://lichess.org/qGI2u50w/black#51,
00RbX,3r2k1/2q1bppp/b3n3/p2N4/2p1P3/P3QN2/1PP2PPP/4R1K1 b - - 1 22,e7c5 d5c7 c5e3 c7e6 e3f2 g1f2,1689,77,78,103,advantage long middlegame,https://lichess.org/vo7nrvYf/black#43,
00Rcs,3k4/ppp2p1r/4p2P/5n2/3Pp1N1/2P2K2/P1P3P1/7R w - - 0 30,f3e4 f5g3 e4f4 g3h1,764,99,96,2122,crushing endgame fork short,https://lichess.org/6z8dEdCK#58,
00Rdf,2kr4/p1pr1pp1/1p4p1/1PP1P3/3B1PP1/PQ2Pn1P/2KRR3/5q2 w - - 1 30,c5b6 d7d4 e3d4 f3d4 c2b2 d4b3,1905,147,23,13,advantage exposedKing fork long middlegame,https://lichess.org/1DyqIpsd#58,
00Rlv,r3k1nr/p1q3pp/1pb1p3/2b2p2/8/N1BQ1P2/PPP3PP/2KR3R b kq - 3 14,a8d8 d3d8 c7d8 d1d8,616,93,78,125,advantage middlegame short,https://lichess.org/DoFZ2KjY/black#27,Duras_Gambit Duras_Gambit_Other_variations
00RoG,2kr2nr/pp2nppp/2pp4/2b2PP1/4NPq1/3B1R2/PPP4P/R2QB2K w - - 5 18,h2h3 g4g1,1054,81,93,607,mate mateIn1 oneMove opening,https://lichess.org/rOjlXCXv#34,Scotch_Game Scotch_Game_Other_variations
00Rqg,2k1r2r/Qpq5/3bp3/1P1P4/5pp1/2P5/1B2RPP1/R5K1 w - - 1 28,e2e6 c7h7 a7a8 d6b8 e6c6 b7c6,2531,84,68,94,advantage defensiveMove long middlegame quietMove,https://lichess.org/HiWWZDYW#54,
00RtC,r4k2/ppp3p1/3p3r/2q5/2NnP3/2Q2PBp/PP3R1P/5RK1 w - - 4 25,b2b4 d4e2 g1h1 c5f2 c3g7 f8g7,1915,84,76,32,advantage deflection discoveredAttack long middlegame pin,https://lichess.org/cgruxBCC#48,
00Ru6,3r1r2/p5kp/1p4pP/2p5/2PbBQ2/2q5/P1P1K3/5R2 b - - 0 34,g7h8 f4f8 d8f8 f1f8,938,82,80,68,mate mateIn2 middlegame short,https://lichess.org/SA1K2pZD/black#67,
00Rue,r2qkb1r/pp1nppp1/2p2n1p/3p1b2/3P4/BP2PN2/P1P2PPP/RN1QKB1R w KQkq - 2 7,c2c4 f5b1 a1b1 d8a5 b3b4 a5a3,1940,73,96,13307,advantage fork long opening,https://lichess.org/tgFzBrLu#12,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
00Rvy,r6k/6bp/p7/2Q5/8/5P2/4bKPP/8 b - - 2 37,e2d3 c5d5 a8f8 d5d3,1304,84,9,50,advantage endgame fork short,https://lichess.org/AFL6C8p8/black#73,
00RwV,2r1r2k/ppq3pp/3b1p2/3Q3R/3P4/4B3/PP3PPP/R5K1 w - - 1 20,d5f5 c7c1 a1c1 c8c1 e3c1 e8e1,2042,73,94,9683,long mate mateIn3 middlegame sacrifice,https://lichess.org/QtHdcDHe#38,
00RzK,1r2r3/p2k3p/2bP1q1P/1p2ppp1/1P6/1KPB4/P6Q/3R1R2 b - - 1 38,e8f8 d3f5 f6f5 f1f5,1407,75,90,261,advantage middlegame short,https://lichess.org/o4pFbzdX/black#75,
00S5q,r4rk1/pbp1n1pp/1p1p4/3Pp1N1/2B4P/2PQ4/PP3qP1/R2K3R b - - 1 17,f2g2 d3h7,989,163,90,16,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/CwLT7XOm/black#33,Dutch_Defense Dutch_Defense_Raphael_Variation
00S6g,r6r/p3kpbp/2Q1pnp1/q7/P2P1P2/1PP5/6PP/R1B2RK1 b - - 0 16,f6d5 f4f5 g6f5 f1f5 f7f6 c1a3 e7f7 c6d7 f7g6 f5f3,2747,89,64,82,advantage middlegame veryLong,https://lichess.org/jFCmK1qh/black#31,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
00S6j,3rr1k1/pp1q1pp1/1n1P1b1p/1Np5/8/1Q3N1P/PP3PP1/3R1RK1 b - - 2 20,a7a6 b5c7 d7c6 c7e8,1310,166,73,6,crushing master middlegame short,https://lichess.org/btjYBomF/black#39,
00SCL,r1b2rk1/2q1bp1p/p5p1/1p2p1PB/3BP3/2N5/PPPQ3P/R3K2R w KQ - 0 17,h5g6 e5d4 c3d5 c7e5 d5e7 e5e7,2101,75,82,121,advantage clearance long middlegame,https://lichess.org/humRaTMP#32,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
00SIq,r3r1k1/1Q3ppp/8/pP6/2q5/7P/3R2P1/5R1K w - - 0 30,f1f7 c4f7 b7f7 g8f7,1874,74,92,151,crushing endgame short,https://lichess.org/WCK83FsZ#58,
00SLR,rnbqk1nr/ppppbppp/4p3/8/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq - 2 3,g2g4 e7h4 f3h4 d8h4,707,107,93,402,mate mateIn2 opening short,https://lichess.org/jqepvLa0#4,Bird_Opening Bird_Opening_Other_variations
00SMl,r4rk1/ppp2pn1/2np4/q2N4/3PP3/5P2/PPP5/1K1R1B1R b - - 2 18,c6b4 d5f6,816,77,99,769,mate mateIn1 middlegame oneMove,https://lichess.org/vYCG7ony/black#35,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
00SOy,6k1/6b1/p1r1p2p/1pN4r/3P3q/2P2Q2/P4PP1/1R2R1K1 w - - 2 31,f3c6 h4h1,578,85,98,472,mate mateIn1 middlegame oneMove,https://lichess.org/nkJegacG#60,
00STS,r4rk1/pppq2b1/2np3p/4p2b/B5p1/2PPQ2P/PP1N1P1B/R3NRK1 w - - 0 21,h3g4 d7g4 g1h1 g4a4,1525,76,95,22524,advantage fork middlegame short,https://lichess.org/gC9OswxQ#40,
00STy,8/1R5R/4kpp1/4p3/4P2K/5P1P/r7/6r1 b - - 10 40,a2h2 b7b6,1583,81,81,566,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/yc8Ey5PU/black#79,
00SU7,2rqr1k1/B2b1ppp/5n2/8/3Q4/3B4/P1P2PPP/R3R1K1 w - - 3 22,d4h4 e8e1 a1e1 d8a5 e1a1 a5a7,1762,75,99,1561,advantage fork long middlegame,https://lichess.org/qmkkzrOG#42,
00SUF,1n6/1P6/5pp1/8/2k3PP/4P3/3K4/8 b - - 0 51,c4c5 h4h5 g6h5 g4h5 c5d6 h5h6,1393,76,91,737,crushing endgame knightEndgame long,https://lichess.org/zGMp3vwR/black#101,
00SWh,rn5Q/ppk1np2/3B4/6N1/6b1/8/PPP1q3/2KR4 b - - 0 18,c7b6 h8d4 b6c6 d4c3 c6d7 d1e1,2781,109,88,364,crushing exposedKing long middlegame,https://lichess.org/SIKtKv2M/black#35,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
00SeK,7k/pp5p/4r1pP/5pP1/3Q1n2/P1P5/KP6/5q2 b - - 1 35,h8g8 d4g7,1005,182,89,25,endgame mate mateIn1 oneMove,https://lichess.org/GRpzFRNZ/black#69,
00SfT,r4rk1/pb2ppb1/1q6/6PQ/8/2NP1N2/PPnK1PP1/R6R b - - 1 16,c2a1 h5h7,1157,76,93,875,mate mateIn1 middlegame oneMove,https://lichess.org/5y0Ha2gI/black#31,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
00SiY,8/8/3p2N1/3Pp1n1/4Pp1p/3k1P1P/6K1/8 w - - 8 57,g6h4 d3e2 h4f5 g5f3,2103,78,91,2319,crushing endgame knightEndgame master short zugzwang,https://lichess.org/nqOd6mWK#112,
00Svg,8/p7/1p4k1/2pN2p1/4Pp2/P1P4r/1P3KR1/8 w - - 6 50,f2e2 f4f3 e2f2 f3g2,1182,77,64,99,advancedPawn advantage endgame fork short,https://lichess.org/hCcakyYf#98,
00SyL,1rb2rk1/4bppp/p1n1p3/1p1qP3/7N/P5P1/1PQ2PBP/R1B2RK1 b - - 1 15,d5c5 c2c5 e7c5 g2c6,1250,76,91,5787,capturingDefender crushing opening short,https://lichess.org/f988q4eE/black#29,Sicilian_Defense Sicilian_Defense_Old_Sicilian
00Sz9,1r4k1/p4ppp/4p3/p5n1/4P3/1P1N1PPq/QB3b1P/R5K1 w - - 0 30,d3f2 g5f3 g1h1 h3h2,1019,75,90,810,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/mJ2prRw1#58,
00T2k,2k5/p3qp2/bpp1p1p1/4P2r/P4n1p/5P2/BPQ2B1P/1K1R4 b - - 0 30,h5e5 c2c6 c8b8 d1d7 e7d7 c6d7,1506,74,97,647,advantage long middlegame queensideAttack,https://lichess.org/e3qC1Wvi/black#59,
00T85,8/8/8/8/8/4K3/1k3Q2/1q6 b - - 5 53,b2c1 f2d2,1062,75,96,1018,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/j3dOR5SJ/black#105,
00TAb,6k1/5pp1/p1N1b3/1n5p/1B4P1/P4P1P/2K5/8 b - - 2 42,e6d5 c6e7 g8h7 e7d5,673,84,95,153,advantage endgame fork short,https://lichess.org/vPUJ0Lkg/black#83,
00TEQ,r3k1nr/1bq2ppp/p2p4/1p2p1NQ/3nP3/1BN4P/PP3PP1/R2R2K1 b kq - 2 15,g8f6 h5f7 c7f7 g5f7,2440,89,89,542,advantage attackingF2F7 middlegame short,https://lichess.org/1ix6qpqS/black#29,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted
00TLz,8/p3Q2p/6p1/4p1k1/5q2/8/Pr4PP/6K1 b - - 1 36,f4f6 h2h4 g5f5 g2g4 f5g4 e7f6,1476,74,81,533,advantage deflection endgame long,https://lichess.org/iQZPp2A2/black#71,
00TOX,b7/p1k1pp2/1pn2qp1/8/4B3/1PNR4/P1P2PP1/5K2 b - - 1 26,a7a6 c3d5 c7b8 d5f6,793,75,86,198,crushing endgame fork short,https://lichess.org/bAOdaE0p/black#51,
00TOt,5bk1/5ppp/8/Q7/3p4/8/P1K1q2P/2R5 w - - 2 33,a5d2 d4d3 c2c3 f8b4,1404,74,91,1371,crushing endgame short,https://lichess.org/azv2NWmg#64,
00TRo,5q1k/2r3p1/1p2p2b/3p2NQ/3P4/1p6/5R2/6K1 b - - 1 38,f8b4 h5e8 b4f8 f2f8,1701,75,94,3303,endgame mate mateIn2 short,https://lichess.org/h4dPcMj5/black#75,
00TU2,1k1r4/1p3Qp1/p2q3p/3N4/1b6/8/PP3PPP/2R3K1 w - - 4 22,d5b4 d6d1 c1d1 d8d1,497,85,99,1136,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/p32396Rd#42,
00Ta0,4k3/1R6/6p1/4Np1p/7P/2r3PK/5b2/8 w - - 11 47,e5g6 c3g3 h3h2 g3g6,1018,77,98,1794,crushing endgame fork short,https://lichess.org/kDwb7v3y#92,
00Tdk,r6r/4kppp/2pNpnq1/p1P1n3/8/B3P3/PP2QPPP/3R1RK1 w - - 7 20,e2d2 e5f3 g1h1 f3d2,993,77,93,1597,crushing middlegame pin short,https://lichess.org/UgDWX5rx#38,
00Tge,8/5k2/8/1p1p2pN/1PpP1nP1/2P1KP2/8/8 b - - 10 58,f4h5 g4h5 f7g7 f3f4,1063,76,98,1766,crushing endgame short,https://lichess.org/Jri9vZwO/black#115,
00TiV,8/1kp5/4n3/3pN3/r2P3R/2K4P/8/8 w - - 5 48,e5f3 a4a3 c3c2 a3f3,1158,77,93,1150,crushing endgame short skewer,https://lichess.org/Wm6c0Vk6#94,
00Tll,5r1k/1pp3p1/7p/pP1N4/P3P3/2PP3P/3BnbPK/R7 w - - 2 27,d5c7 f2g3 h2h1 g3c7,1543,74,92,1062,advantage endgame fork short,https://lichess.org/rnssRcMM#52,
00TuA,8/6p1/8/pp2k1p1/2p2p2/2P1KPPP/PP6/8 w - - 0 37,e3f2 f4g3 f2g3 e5f5,2206,81,90,1187,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/qtped91w#72,
00TxB,r2qkb1r/pp3ppp/2pp1nn1/8/4PB2/2N2B2/PPP2PPP/R2Q1RK1 w kq - 2 10,f1e1 g6f4,895,84,95,2186,advantage hangingPiece oneMove opening,https://lichess.org/J5i5UOW9#18,Philidor_Defense Philidor_Defense_Other_variations
